,Unnamed: 0,post_datetime,post_title_link,post_title_text,post_hood,detail_body,Completed,pay_from_post,pay_rate
162,162,2022-09-21T17:32:25.000Z,https://boston.craigslist.org/gbs/tlg/7536613464.html,ARE YOU SECRETLY IN A RELATIONSHIP WITH AN INMATE? - TV CASTING,boston/cambridge/brookline,,True,,lump
163,163,2022-09-21T16:51:31.000Z,https://boston.craigslist.org/gbs/lbg/7536591663.html,landscape / construction laborer needed tomorrow,West Roxbury,,True,25.0,hourly
164,164,2022-09-21T16:27:41.000Z,https://boston.craigslist.org/bmw/lbg/7536579084.html,🤑💰🤑💰GREAT $$$ FOR REGULAR HELP WITH LAWN CARE JOBS,metro west,,True,1000.0,weekly
165,165,2022-09-21T15:37:48.000Z,https://boston.craigslist.org/bmw/lbg/7536553741.html,$19.50/hr Class D Driver's Needed (Non CDL)/ Conductor Necesario,Middlesex,,True,19.5,hourly
166,166,2022-09-21T15:24:41.000Z,https://boston.craigslist.org/gbs/dmg/7536547051.html,NEED HANDYMAN FOR TASKS - Paid Daily,boston/cambridge/brookline,,True,1000.0,weekly
167,167,2022-09-21T15:23:26.000Z,https://boston.craigslist.org/gbs/crg/7536546473.html,Jury Research Project/Focus Group,Hyde Park,,True,75.0,lump
168,168,2022-09-21T14:55:37.000Z,https://boston.craigslist.org/gbs/lbg/7536532441.html,Moving helper wanted,Greater Boston,,True,,lump
169,169,2022-09-21T13:53:55.000Z,https://boston.craigslist.org/gbs/evg/7536504243.html,"Hosting a scotch party, need a bartender",Brookline,,True,450.0,lump
170,170,2022-09-21T13:25:17.000Z,https://boston.craigslist.org/nwb/cpg/7536493184.html,01845Need Medical or Nursing Student to Find Journal Articles Online,Boston,,True,,lump
171,171,2022-09-21T13:06:23.000Z,https://boston.craigslist.org/gbs/cpg/7536486928.html,➡️ $100 💰 Virtual Gig 💸 Massachusetts Participants Needed...,boston/cambridge/brookline,,True,100.0,lump
172,172,2022-09-21T10:01:49.000Z,https://boston.craigslist.org/gbs/dmg/7536454921.html,Focus Group for Bar Owners & Managers,"Boston, MA",,True,300.0,lump
173,173,2022-09-21T09:34:52.000Z,https://boston.craigslist.org/gbs/evg/7536453142.html,Arm Candy Promo model for club Business owner,Boston,,True,30.0,hourly
174,174,2022-09-21T05:42:58.000Z,https://boston.craigslist.org/gbs/dmg/7536438468.html,Mental Fog/Confusion Study,boston/cambridge/brookline,,True,1750.0,lump
175,175,2022-09-21T02:48:07.000Z,https://boston.craigslist.org/sob/lbg/7536413897.html,Fence Installation,south shore,,True,,lump
176,176,2022-09-21T00:28:54.000Z,https://boston.craigslist.org/gbs/dmg/7536377425.html,"$24/hr., Sitter. Mon. 9/26. Tues. 9/27","Coolidge Corner, Brookline",,True,24.0,hourly
177,177,2022-09-20T23:00:45.000Z,https://boston.craigslist.org/bmw/lbg/7536346593.html,Elderly person needs someone to move mattress to another room.,Wayland,,True,30.0,lump
178,178,2022-09-20T22:30:06.000Z,https://boston.craigslist.org/gbs/tlg/7536335050.html,Commercial seeks disabled folks to share their story,Anywhere in Massachusettes,,True,100.0,lump
179,179,2022-09-20T22:20:41.000Z,https://boston.craigslist.org/nwb/lbg/7536331472.html,Full time painter / handyman,Chelmsford,,True,,lump
180,180,2022-09-20T21:55:30.000Z,https://boston.craigslist.org/nos/lbg/7536321141.html,Detail and Fix Trucks,melrose,,True,,lump
181,181,2022-09-20T21:43:38.000Z,https://boston.craigslist.org/gbs/wrg/7536316430.html,"FICTION Ghostwriting, work from home, novels",boston/cambridge/brookline,,True,1800.0,lump
182,182,2022-09-20T21:43:36.000Z,https://boston.craigslist.org/sob/lbg/7536316420.html,HVAC Installer positions available!,Weymouth,,True,32.0,hourly
183,183,2022-09-20T21:27:19.000Z,https://boston.craigslist.org/gbs/tlg/7536309682.html,18+ WOMEN NEEDED TO PROVIDE CONTENT,boston/cambridge/brookline,,True,100.0,lump
184,184,2022-09-20T21:21:54.000Z,https://boston.craigslist.org/gbs/dmg/7536307476.html,Paid Sleep Apnea Medical Research! Compensation Available!,boston/cambridge/brookline,,True,,lump
185,185,2022-09-20T21:15:45.000Z,https://boston.craigslist.org/nwb/dmg/7536304824.html,"💚 NEED CLEANERS TO START THIS WEEK 💚 $23+/hr, Paid Daily 💚",northwest/merrimack,,True,23.0,hourly
186,186,2022-09-20T21:12:08.000Z,https://boston.craigslist.org/gbs/dmg/7536303296.html,"💚 NEED HOUSE CLEANERS TO START THIS WEEK 💚 $23+/hr, Paid Daily 💚",boston/cambridge/brookline,,True,23.0,hourly
187,187,2022-09-20T21:08:31.000Z,https://boston.craigslist.org/nos/dmg/7536301801.html,"💚 CLEANING JOBS AVAILABLE 💚 $24+/hr, Paid Daily 💚",north shore,,True,24.0,hourly
188,188,2022-09-20T20:34:20.000Z,https://boston.craigslist.org/gbs/lbg/7536286365.html,Looking for 2 experienced carpenters,boston/cambridge/brookline,,True,,lump
189,189,2022-09-20T20:03:34.000Z,https://boston.craigslist.org/nwb/lbg/7536272059.html,painter needed,TEWKSBURY,,True,,lump
190,190,2022-09-20T20:01:28.000Z,https://boston.craigslist.org/bmw/lbg/7536270937.html,Looking for Radon Remediation,Marlborough,,True,,lump
191,191,2022-09-20T19:56:41.000Z,https://boston.craigslist.org/gbs/cpg/7536268564.html,Wanted - Camtasia & editing apps,boston/cambridge/brookline,,True,50.0,hourly
192,192,2022-09-20T19:39:43.000Z,https://boston.craigslist.org/nos/lbg/7536260546.html,Need someone to take/dispose of debris and appliances $700,Medford,,True,700.0,lump
193,193,2022-09-20T18:36:40.000Z,https://boston.craigslist.org/bmw/lbg/7536228415.html,Construction worker (waterproofing,Framingham,,True,,hourly
194,194,2022-09-20T17:24:52.000Z,https://boston.craigslist.org/gbs/lbg/7536190665.html,Need Help To Unload My Truck,Cambridge,,True,,lump
195,195,2022-09-20T17:15:20.000Z,https://boston.craigslist.org/gbs/evg/7536185661.html,office assistant / staff,boston/cambridge/brookline,,True,18.5,lump
196,196,2022-09-20T16:51:37.000Z,https://boston.craigslist.org/gbs/lbg/7536172669.html,👀👀 LOOKING FOR LANDSCAPER - FULL TIME & PART TIME 💰,boston/cambridge/brookline,,True,1000.0,weekly
197,197,2022-09-20T16:50:09.000Z,https://boston.craigslist.org/gbs/lbg/7536171890.html,Earn $315 this week with your opinions,Boston,,True,315.0,weekly
198,198,2022-09-20T16:18:13.000Z,https://boston.craigslist.org/gbs/cwg/7536154890.html,AV Techs Wanted,Walpole,,True,,daily
199,199,2022-09-20T15:42:20.000Z,https://boston.craigslist.org/bmw/lbg/7536135300.html,💸📈💸📈LAWN CARE PROS - MAKE UP TO $1000 PER WEEK,metro west,,True,1000.0,weekly
200,200,2022-09-20T15:40:03.000Z,https://boston.craigslist.org/bmw/cpg/7536134104.html,$150 Paid study for people in SMBs who collaborate whith colleagues,remote/online,,True,150.0,lump
201,201,2022-09-20T15:33:27.000Z,https://boston.craigslist.org/gbs/cpg/7536130764.html,Bizzabo Expert,Walpole,,True,,lump
202,202,2022-09-20T15:27:53.000Z,https://boston.craigslist.org/gbs/cpg/7536127877.html,Need help moving to new iPhone,Kenmore Square area,,True,,lump
203,203,2022-09-20T15:21:11.000Z,https://boston.craigslist.org/gbs/lbg/7536124494.html,"Choose your Retail Shifts. Make up to $25/hr, get paid fast!",boston/cambridge/brookline,,True,25.0,hourly
204,204,2022-09-20T15:06:11.000Z,https://boston.craigslist.org/gbs/dmg/7536116978.html,Focus Group on Technology,"Boston, MA",,True,225.0,lump
205,205,2022-09-20T14:55:28.000Z,https://boston.craigslist.org/gbs/evg/7536111437.html,"The most fun work at live events! 52,000 real jobs, $20-$40 per hr",Greater Boston area,,True,30.0,hourly
206,206,2022-09-20T14:26:09.000Z,https://boston.craigslist.org/nwb/lbg/7536098212.html,Electrician and Plumber needed Lowell,Lowell,,True,75.0,lump
207,207,2022-09-20T14:21:32.000Z,https://boston.craigslist.org/gbs/evg/7536096286.html,$500 for Research re: Small Business Financing / Line of Credit,boston/cambridge/brookline,,True,500.0,lump
208,208,2022-09-20T11:33:06.000Z,https://boston.craigslist.org/gbs/lbg/7536044393.html,Package delivery driver: Upfront earnings & route transparency 🚗📦💰,boston/cambridge/brookline,,True,28.0,hourly
209,209,2022-09-20T10:10:14.000Z,https://boston.craigslist.org/gbs/lbg/7536034632.html,* Deliver with DoorDash *,boston/cambridge/brookline,,True,,lump
210,210,2022-09-20T09:21:37.000Z,https://boston.craigslist.org/gbs/lbg/7536032219.html,Handymen and Handywomen Wanted! Earn up to $1000/week on Your Schedule,boston/cambridge/brookline,,True,1000.0,weekly
211,211,2022-09-20T09:04:41.000Z,https://boston.craigslist.org/gbs/dmg/7536031322.html,Focus Group for Women on Beverages,"Boston, MA",,True,275.0,lump
212,212,2022-09-20T04:36:45.000Z,https://boston.craigslist.org/gbs/dmg/7536012176.html,Property Picture,Cambridge,,True,22.5,lump
213,213,2022-09-20T03:31:50.000Z,https://boston.craigslist.org/nos/lbg/7536002402.html,Looking for Mason Apprentice,Woburn,,True,,weekly
214,214,2022-09-20T02:48:37.000Z,https://boston.craigslist.org/bmw/dmg/7535994055.html,After school child care,Newton Corner,,True,37.5,hourly
215,215,2022-09-20T02:26:28.000Z,https://boston.craigslist.org/gbs/wrg/7535989314.html,Writer - Audio Fiction,boston/cambridge/brookline,,True,,lump
216,216,2022-09-20T02:00:21.000Z,https://boston.craigslist.org/gbs/lbg/7535983414.html,Flexible Schedule - Shop and Deliver with Instacart,Boston,,True,,hourly
217,217,2022-09-20T00:30:32.000Z,https://boston.craigslist.org/gbs/dmg/7535958652.html,Instacart Delivery Driver - Flexible Hours,Boston,,True,,hourly
218,218,2022-09-19T23:41:16.000Z,https://boston.craigslist.org/gbs/lbg/7535941677.html,Need guests for sports gambling show,boston/cambridge/brookline,,True,250.0,lump
219,219,2022-09-19T23:17:02.000Z,https://boston.craigslist.org/gbs/lbg/7535927047.html,Lyft Driver (part-time / full-time),Boston,,True,,hourly
220,220,2022-09-19T23:00:26.000Z,https://boston.craigslist.org/gbs/tlg/7535926770.html,Instacart Shopper - Delivery Driver,Boston,,True,,hourly
221,221,2022-09-19T22:24:30.000Z,https://boston.craigslist.org/nwb/lbg/7535913428.html,In need of someone to tune up snow blower and generator,Chelmsford,,True,,lump
222,222,2022-09-19T21:45:21.000Z,https://boston.craigslist.org/gbs/lbg/7535897544.html,Make $30+ Per Hour - GUTTER CLEANING!,Boston,,True,30.0,hourly
223,223,2022-09-19T21:31:15.000Z,https://boston.craigslist.org/gbs/lbg/7535891631.html,Shopper Gig Work - Shop and Deliver,Boston,,True,,hourly
224,224,2022-09-19T21:20:19.000Z,https://boston.craigslist.org/gbs/lbg/7535887057.html,"Clinical Research Studies - Payment up to $1,500, varies by study",boston/cambridge/brookline,,True,1500.0,lump
225,225,2022-09-19T21:19:32.000Z,https://boston.craigslist.org/gbs/tlg/7535886724.html,Seeking Musicians for Paid Live Music Streaming gig,boston/cambridge/brookline,,True,150.0,lump
226,226,2022-09-19T21:16:46.000Z,https://boston.craigslist.org/gbs/lbg/7535885526.html,Migraine Clinical Trials - Payment up to $600,boston/cambridge/brookline,,True,600.0,lump
227,227,2022-09-19T21:10:49.000Z,https://boston.craigslist.org/gbs/lbg/7535882822.html,Professional mover,North Billerica,,True,20.0,hourly
228,228,2022-09-19T21:03:59.000Z,https://boston.craigslist.org/nos/dmg/7535879686.html,"💚 NEED HOUSE CLEANERS TO START THIS WEEK 💚 $23+/hr, Paid Daily 💚",north shore,,True,23.0,hourly
229,229,2022-09-19T20:56:38.000Z,https://boston.craigslist.org/gbs/dmg/7535876248.html,"💚 NEED CLEANERS TO START THIS WEEK 💚 $23+/hr, Paid Daily 💚",boston/cambridge/brookline,,True,23.0,hourly
230,230,2022-09-19T20:50:29.000Z,https://boston.craigslist.org/bmw/lbg/7535873470.html,Necesito 2 personas para trabajar urgente,Chelsea,,True,,lump
231,231,2022-09-19T20:43:55.000Z,https://boston.craigslist.org/gbs/lbg/7535870494.html,Do you have posttraumatic stress disorder (PTSD)?,McLean Hospital,,True,320.0,lump
232,232,2022-09-19T20:26:04.000Z,https://boston.craigslist.org/nwb/dmg/7535862168.html,Is your mind sometimes flooded with images of a traumatic event?,McLean Hospital/Harvard Medical School,,True,280.0,lump
233,233,2022-09-19T20:05:44.000Z,https://boston.craigslist.org/gbs/cpg/7535851891.html,"PyTorch Focus Group, $250/1 hour interview",boston/cambridge/brookline,,True,250.0,hourly
234,234,2022-09-19T20:05:41.000Z,https://boston.craigslist.org/gbs/cwg/7535851865.html,Looking for people who experience Rush Hour (Traffic),Boston,,True,150.0,daily
235,235,2022-09-19T20:00:28.000Z,https://boston.craigslist.org/gbs/dmg/7535849115.html,More Flexible than Part Time - Shop and Deliver - Instacart,Boston,,True,,hourly
236,236,2022-09-19T19:32:42.000Z,https://boston.craigslist.org/nos/lbg/7535835379.html,Patriot Tree Service Hiring Labor,"Somerville, Everett Medford",,True,22.5,hourly
237,237,2022-09-19T18:05:03.000Z,https://boston.craigslist.org/nwb/lbg/7535789147.html,"Delivery Driver / No Marijuana test, Paid Weekly / must be 21 + yrs",Wilmington,,True,20.25,hourly
238,238,2022-09-19T18:01:34.000Z,https://boston.craigslist.org/gbs/cpg/7535787056.html,Do you work at Compass Group? Join Our Software Beta & Get $100,boston/cambridge/brookline,,True,100.0,lump
239,239,2022-09-19T17:59:04.000Z,https://boston.craigslist.org/gbs/evg/7535785563.html,Participants needed for diabetes research study!,Boston University School of Medicine,,True,125.0,lump
240,240,2022-09-19T17:59:04.000Z,https://boston.craigslist.org/gbs/evg/7535785563.html,Participants needed for diabetes research study!,Boston University School of Medicine,,True,125.0,lump
241,241,2022-09-19T17:55:03.000Z,https://boston.craigslist.org/gbs/tlg/7535783302.html,female model needed,newton brighton watertown,,True,,lump
242,242,2022-09-19T17:50:19.000Z,https://boston.craigslist.org/gbs/lbg/7535780730.html,Do you use Execupay for payroll? Want $250 Join Our Beta!?,boston/cambridge/brookline,,True,250.0,lump
243,243,2022-09-19T17:43:17.000Z,https://boston.craigslist.org/bmw/cpg/7535776870.html,Telecommute Earn $20 per easy online product test gig w/ free products,metro west,,True,20.0,lump
244,244,2022-09-19T17:24:31.000Z,https://boston.craigslist.org/gbs/wrg/7535766282.html,► 📝📚REMOTE - FREELANCE WRITER / COPYWRITER / EDITOR 💻✍◄,Boston,,True,20.25,lump
245,245,2022-09-19T17:05:45.000Z,https://boston.craigslist.org/gbs/lbg/7535755343.html,office staff - hiring 16-21hr,boston/cambridge/brookline,,True,18.5,hourly
246,246,2022-09-19T17:00:16.000Z,https://boston.craigslist.org/gbs/tlg/7535751875.html,"The most fun work at live events! 52,000 real gigs, $20-$40 per hr",Greater Boston area,,True,30.0,hourly
247,247,2022-09-19T16:46:10.000Z,https://boston.craigslist.org/gbs/lbg/7535744082.html,"Need floor and tile installed MUST HAVE WORKER'S COMP, LIC AND INS.",Brookline,,True,50.0,hourly
248,248,2022-09-19T16:40:21.000Z,https://boston.craigslist.org/gbs/evg/7535740874.html,Hiring event staff,boston/cambridge/brookline,,True,19.0,hourly
249,249,2022-09-19T16:08:03.000Z,https://boston.craigslist.org/gbs/lbg/7535718256.html,Grubhub Delivery Driver - No Experience Needed!,Boston,,True,,hourly
250,250,2022-09-19T15:52:11.000Z,https://boston.craigslist.org/sob/lbg/7535713496.html,Paid Study For Volunteers 65 Y.O. And Older,Boston,,True,,lump
251,251,2022-09-19T15:51:52.000Z,https://boston.craigslist.org/bmw/lbg/7535713357.html,💸📈💸📈LAWN CARE PROS - MAKE UP TO $1000 PER WEEK,metro west,,True,1000.0,weekly
252,252,2022-09-19T15:46:38.000Z,https://boston.craigslist.org/gbs/lbg/7535710597.html,handyman/jack of all trades assistance needed,mission hill,,True,,hourly
253,253,2022-09-19T15:38:54.000Z,https://boston.craigslist.org/gbs/evg/7535706407.html,JACK HARLOW CONCERT - CLEAN UP CREW,FENWAY - MGM MUSIC HALL,,True,15.0,hourly
254,254,2022-09-19T15:36:01.000Z,https://boston.craigslist.org/gbs/evg/7535704898.html,EQUIPO DE LIMPIEZA -- PAGAMOS MISMO DIA!!,FENWAY - MGM MUSIC HALL,,True,15.0,hourly
255,255,2022-09-19T15:32:46.000Z,https://boston.craigslist.org/gbs/tlg/7535703084.html,Audio & Visual Manager - September 22nd,boston/cambridge/brookline,,True,900.0,lump
256,256,2022-09-19T15:30:13.000Z,https://boston.craigslist.org/bmw/dmg/7535701539.html,Love pets? Earn $$$ in your neighborhood!,boston,,True,,daily
257,257,2022-09-19T15:22:35.000Z,https://boston.craigslist.org/bmw/crg/7535697491.html,Make $50/hr Participating in Paid Product and Taste Tests!,Natick,,True,50.0,hourly
258,258,2022-09-19T15:20:46.000Z,https://boston.craigslist.org/bmw/evg/7535696495.html,Make $50/hr Participating in Paid Taste Product and Tests!,"Natick, MA",,True,50.0,hourly
259,259,2022-09-19T15:20:13.000Z,https://boston.craigslist.org/bmw/dmg/7535696174.html,Make $50/hr Participating in Paid Product and Taste Tests!,"Natick, MA",,True,50.0,hourly
260,260,2022-09-19T15:12:57.000Z,https://boston.craigslist.org/gbs/lbg/7535692148.html,🟧 🟦 🟨$75 to $150 Daily - Part Time Work from Anywhere🟩 🟧 🟪,boston/cambridge/brookline,,True,112.5,daily
261,261,2022-09-19T15:02:51.000Z,https://boston.craigslist.org/sob/crg/7535686958.html,Second shooter with experience for a wedding,Plymouth,,True,200.0,hourly
262,262,2022-09-19T14:59:56.000Z,https://boston.craigslist.org/gbs/lbg/7535685224.html,REPOSTED: I need a detailed plumbing quote,Dorchester,,True,100.0,lump
263,263,2022-09-19T14:46:33.000Z,https://boston.craigslist.org/gbs/evg/7535678803.html,Calling all baristas! Pick up coffee shifts on demand,boston/cambridge/brookline,,True,24.0,hourly
264,264,2022-09-19T14:45:45.000Z,https://boston.craigslist.org/gbs/dmg/7535678417.html,Teach kids Game Design after-school 1x/week and make $55 an hour,boston/cambridge/brookline,,True,55.0,hourly
265,265,2022-09-19T14:14:33.000Z,https://boston.craigslist.org/gbs/cpg/7535663546.html,~$30 Paid Task | Remote | Looking for 'OK Google' users | TaskVerse,boston/cambridge/brookline,,True,30.0,lump
266,266,2022-09-19T14:13:05.000Z,https://boston.craigslist.org/nos/dmg/7535662891.html,Work at Home - Neighbor's Storage in Your House,Reno,,True,300.0,daily
267,267,2022-09-19T14:00:25.000Z,https://boston.craigslist.org/gbs/tlg/7535656733.html,Shop and Deliver - No Experience Required,Boston,,True,,hourly
268,268,2022-09-19T13:34:24.000Z,https://boston.craigslist.org/sob/lbg/7535645822.html,Daily to weakly jobs Here,Plymouth area,,True,,daily
269,269,2022-09-19T12:14:43.000Z,https://boston.craigslist.org/sob/lbg/7535621933.html,Earn $26 to $52 per hour assembling furniture for Wayfair!,south shore,,True,39.0,hourly
270,270,2022-09-19T11:57:15.000Z,https://boston.craigslist.org/gbs/dmg/7535618058.html,"🌎 Earn $200+ Sharing Your Opinions on New Products, Foods, More 🌎",Online: Computer or Phone,,True,200.0,lump
271,271,2022-09-19T10:40:59.000Z,https://boston.craigslist.org/bmw/evg/7535608175.html,"Marketing Research Opportunity, Natick",Natick,,True,20.0,lump
272,272,2022-09-19T05:06:48.000Z,https://boston.craigslist.org/bmw/dmg/7535586049.html,Focus Group for Users on Accredo Prescription,"Boston, MA",,True,95.0,lump
273,273,2022-09-19T04:58:04.000Z,https://boston.craigslist.org/gbs/lbg/7535585159.html,Moving job,Boston,,True,20.0,hourly
274,274,2022-09-19T04:47:10.000Z,https://boston.craigslist.org/gbs/lbg/7535584011.html,Addiction Reduction Research Study,boston/cambridge/brookline,,True,2100.0,lump
275,275,2022-09-19T03:49:58.000Z,https://boston.craigslist.org/gbs/tlg/7535576071.html,Focus Group for F1 Racing Fans,"Boston, MA",,True,150.0,lump
276,276,2022-09-19T03:28:45.000Z,https://boston.craigslist.org/gbs/dmg/7535572440.html,Focus Group on Hearing Aids,"Boston, MA",,True,125.0,lump
277,277,2022-09-19T03:21:40.000Z,https://boston.craigslist.org/nwb/dmg/7535571153.html,Focus Group on Children's Television,"Boston, MA",,True,125.0,lump
278,278,2022-09-19T02:31:20.000Z,https://boston.craigslist.org/nwb/lbg/7535561460.html,Experienced painters needed,Haverhill,,True,20.0,hourly
279,279,2022-09-19T00:20:59.000Z,https://boston.craigslist.org/gbs/lbg/7535530195.html,______ Automotive Body work specialist,Stow,,True,32.5,lump
280,280,2022-09-19T00:04:57.000Z,https://boston.craigslist.org/bmw/lbg/7535525735.html,painter,wellesley,,True,559.5,hourly
281,281,2022-09-18T22:43:07.000Z,https://boston.craigslist.org/gbs/tlg/7535501382.html,(Remote) Live Streamer,boston/cambridge/brookline,,True,30.0,lump
282,282,2022-09-18T22:16:48.000Z,https://boston.craigslist.org/gbs/dmg/7535492882.html,Home health care,Natick mass,,True,,hourly
283,283,2022-09-18T21:32:24.000Z,https://boston.craigslist.org/sob/lbg/7535477353.html,HVAC TECH NEEDED,RANDOLPH,,True,150.0,lump
284,284,2022-09-18T21:31:01.000Z,https://boston.craigslist.org/gbs/dmg/7535476843.html,Housekeeping/Cleaner Needed ASAP,Cambridge/Somerville/Brighton/Boston,,True,22.5,hourly
285,285,2022-09-18T20:59:48.000Z,https://boston.craigslist.org/gbs/crg/7535465760.html,Willing photographer looking to do a quickshoot on 25 Sept as portfolio work,Boston,,True,,lump
286,286,2022-09-18T20:17:36.000Z,https://boston.craigslist.org/gbs/lbg/7535450714.html,Mason,Dedham,,True,,lump
287,287,2022-09-18T19:33:23.000Z,https://boston.craigslist.org/sob/dmg/7535433892.html,"💚 CLEANING JOBS AVAILABLE 💚 $23+/hr, Paid Daily 💚",south shore,,True,23.0,hourly
288,288,2022-09-18T18:41:10.000Z,https://boston.craigslist.org/gbs/lbg/7535412706.html,Construction work,boston/cambridge/brookline,,True,22.0,hourly
289,289,2022-09-18T17:39:58.000Z,https://boston.craigslist.org/gbs/tlg/7535387460.html,Male Fitness Model need for Website,Salem,,True,,lump
290,290,2022-09-18T17:03:19.000Z,https://boston.craigslist.org/gbs/lbg/7535372293.html,Drywall taping / 40 sheets / walking basement,Bedford ma,,True,,lump
291,291,2022-09-18T16:53:11.000Z,https://boston.craigslist.org/gbs/lbg/7535367927.html,"part time store cleaner needed, two Mornings a week","Watertown and Stoughton, Mass",,True,16.0,hourly
292,292,2022-09-18T16:52:32.000Z,https://boston.craigslist.org/bmw/lbg/7535367648.html,Yard work and mowing,"Groton, MA",,True,20.0,hourly
293,293,2022-09-18T16:40:22.000Z,https://boston.craigslist.org/gbs/evg/7535362676.html,🔎🌟 Diagnosed with PTSD or Depression? Join this Study-Up to $560🌟🔎,"Boston, MA",,True,560.0,lump
294,294,2022-09-18T16:38:57.000Z,https://boston.craigslist.org/gbs/dmg/7535362069.html,🔎 🌟Diagnosed with PTSD or Depression? Join this Study-Up to $560🌟🔎,"Boston, MA",,True,560.0,lump
295,295,2022-09-18T15:37:14.000Z,https://boston.craigslist.org/gbs/lbg/7535337196.html,Deliver Small Packages--Guaranteed hourly rate $19+ Per hour,Newton,,True,19.0,hourly
296,296,2022-09-18T14:44:21.000Z,https://boston.craigslist.org/gbs/lbg/7535317502.html,Couriers & Delivery Drivers Wanted! Earn up to $30/hr on Your Schedule,boston/cambridge/brookline,,True,30.0,hourly
297,297,2022-09-18T11:54:26.000Z,https://boston.craigslist.org/sob/lbg/7535273894.html,Yard work Help Needed Today Sunday Sept 18th / $25 per hour,Weymouth,,True,25.0,hourly
298,298,2022-09-18T11:54:23.000Z,https://boston.craigslist.org/gbs/lbg/7535273884.html,Professional Movers,Concord,,True,20.0,hourly
299,299,2022-09-18T09:32:45.000Z,https://boston.craigslist.org/gbs/cpg/7535261814.html,Requiring a Re-building of a PDF attaching the files given,boston/cambridge/brookline,,True,3000.0,lump
300,300,2022-09-18T04:58:20.000Z,https://boston.craigslist.org/gbs/lbg/7535246636.html,"We have labor gigs available (Moving, Yard Work, and Painting)",Boston,,True,20.0,hourly
301,301,2022-09-18T03:04:54.000Z,https://boston.craigslist.org/gbs/tlg/7535232318.html,Calling all musicians and songwriters,Boston,,True,,lump
302,302,2022-09-18T00:19:05.000Z,https://boston.craigslist.org/nos/lbg/7535198725.html,Quahog / Clam Shucker (s),Gloucester,,True,,daily
303,303,2022-09-17T23:10:20.000Z,https://boston.craigslist.org/gbs/tlg/7535177733.html,Female Models,Boston,,True,50.0,lump
304,304,2022-09-17T21:27:37.000Z,https://boston.craigslist.org/nos/lbg/7535141876.html,Porcelain tile installation for garage floor,North Andover,,True,700.0,lump
305,305,2022-09-17T17:49:01.000Z,https://boston.craigslist.org/gbs/dmg/7535044697.html,Van Driver,boston/cambridge/brookline,,True,19.5,hourly
306,306,2022-09-17T17:17:59.000Z,https://boston.craigslist.org/gbs/cpg/7535028657.html,Pintores Subcontratados/grupos de enfoque,Boston,,True,100.0,lump
307,307,2022-09-17T17:03:27.000Z,https://boston.craigslist.org/bmw/lbg/7535020637.html,💰📈💰📈NEED LOCAL LAWN CARE PRO LOOKING FOR STEADY JOBS,metro west,,True,1000.0,weekly
308,308,2022-09-17T16:29:58.000Z,https://boston.craigslist.org/gbs/lbg/7535002754.html,security guard,boston/cambridge/brookline,,True,19.0,hourly
309,309,2022-09-17T16:03:55.000Z,https://boston.craigslist.org/gbs/evg/7534989433.html,CONCERT EVENT CLEAN UP CREW,FENWAY - MGM MUSIC HALL,,True,15.0,hourly
310,310,2022-09-17T16:01:57.000Z,https://boston.craigslist.org/gbs/evg/7534988457.html,WORK AT FENWAY -- GET PAID TODAY!,FENWAY - MGM MUSIC HALL,,True,15.0,hourly
311,311,2022-09-17T15:56:16.000Z,https://boston.craigslist.org/bmw/evg/7534985659.html,Looking for a person that can drive a box truck + likes Blackjack,FRAMINGHAM,,True,170.0,lump
312,312,2022-09-17T13:41:19.000Z,https://boston.craigslist.org/gbs/dmg/7534927741.html,Whole Bean Coffee Research Study,boston/cambridge/brookline,,True,2100.0,lump
313,313,2022-09-17T13:15:32.000Z,https://boston.craigslist.org/gbs/crg/7534919437.html,Sew a Superhero Suit for My 6-Yr Old Son!,Boston,,True,,lump
314,314,2022-09-17T12:37:23.000Z,https://boston.craigslist.org/gbs/tlg/7534908945.html,Hiring very tall and short models,Boston,,True,150.0,lump
315,315,2022-09-17T02:12:20.000Z,https://boston.craigslist.org/sob/crg/7534839346.html,Are you already in front of HomeOwners-Referrals Needed,Boston,,True,525.0,lump
316,316,2022-09-17T01:14:06.000Z,https://boston.craigslist.org/gbs/crg/7534825270.html,Models Needed Sunday September 18,Newton,,True,150.0,hourly
317,317,2022-09-16T22:43:52.000Z,https://boston.craigslist.org/gbs/dmg/7534773856.html,Does your eating feel out of control?,McLean Hospital,,True,425.0,lump
318,318,2022-09-16T21:51:26.000Z,https://boston.craigslist.org/gbs/crg/7534752516.html,Lego Artist Needed (BOSTON),Boston,,True,,hourly
319,319,2022-09-16T21:46:41.000Z,https://boston.craigslist.org/gbs/evg/7534750574.html,ONLINE: Focus Group about Legal Case: 9/21/22,boston/cambridge/brookline,,True,100.0,lump
320,320,2022-09-16T21:45:07.000Z,https://boston.craigslist.org/gbs/tlg/7534749833.html,Tennis play buddy,boston/cambridge/brookline,,True,,hourly
321,321,2022-09-16T21:39:12.000Z,https://boston.craigslist.org/bmw/lbg/7534747384.html,Is your mind sometimes flooded with images of a traumatic event?,McLean Hospital/Harvard Medical School,,True,280.0,lump
322,322,2022-09-16T21:03:30.000Z,https://boston.craigslist.org/nwb/dmg/7534732180.html,"NEED HOUSE CLEANERS TO START THIS WEEK - $23+/hr, Paid Daily",northwest/merrimack,,True,23.0,hourly
